KEY,en,notes,sp,fr,de,it,pt-br
FURNITURE_DESC_WALLMOUNTED_BALLOON7,,,,,,,
FURNITURE_NAME_HANGING_FISH,Hanging Air Fouler,,Пiдвiсний забруднювач повiтря,Viciateur d'air suspendu,Luftentfrischer,Deodorante sospeso,Apodrecedor de ar suspenso
FURNITURE_DESC_HANGING_FISH,,,,,,,
FURNITURE_NAME_HANGING_CATHEAD,Hanging Airfreshener A,,Пiдвiсний освiжувач повiтря A,Désodorisant suspendu&nbsp;A,Lufterfrischer A,Deodorante per ambienti sospeso A,Aromatizador de ar suspenso A
FURNITURE_DESC_HANGING_CATHEAD,,,,,,,
FURNITURE_NAME_HANGING_AIRFRESHINER,Hanging Airfreshener B,,Пiдвiсний освiжувач повiтря B,Désodorisant suspendu&nbsp;B,Lufterfrischer B,Deodorante per ambienti sospeso B,Aromatizador de ar suspenso B
FURNITURE_DESC_HANGING_AIRFRESHINER,,,,,,,
FURNITURE_NAME_CEILING_FAN,Ceiling Fan,,Стельовий вентилятор,Ventilateur de plafond,Deckenventilator,Ventilatore da soffitto,Ventilador de teto
FURNITURE_DESC_CEILING_FAN,,,,,,,
FURNITURE_NAME_CEILING_DISCOBALL,Disco Ball,,Диско-куля,Boule à facettes,Discokugel,Palla da discoteca,Globo de discoteca
FURNITURE_DESC_CEILING_DISCOBALL,,,,,,,
FURNITURE_NAME_CEILING_CAGE,Hanging Cage,,Пiдвiсна клiтка,Cage suspendue,Hängekäfig,Gabbia sospesa,Gaiola pendurada
FURNITURE_DESC_CEILING_CAGE,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK1,Red Candle A,,Червона свiчка A,Bougie rouge&nbsp;A,Rote Kerze A,Candela rossa A,Vela vermelha A
FURNITURE_DESC_SMALL_CANDLE_BLACK1,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK2,Red Candle B,,Червона свiчка B,Bougie rouge&nbsp;B,Rote Kerze B,Candela rossa B,Vela vermelha B
FURNITURE_DESC_SMALL_CANDLE_BLACK2,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK3,Small Red Candle A,,Маленька червона свiчка A,Petite bougie rouge&nbsp;A,Kleine rote Kerze A,Candela rossa piccola A,Vela vermelha pequena A
FURNITURE_DESC_SMALL_CANDLE_BLACK3,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_BLACK4,Small Red Candle B,,Маленька червона свiчка B,Petite bougie rouge&nbsp;B,Kleine rote Kerze B,Candela rossa piccola B,Vela vermelha pequena B
FURNITURE_DESC_SMALL_CANDLE_BLACK4,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE1,Small White Candle A,,Маленька бiла свiчка A,Petite bougie blanche&nbsp;A,Kleine weiße Kerze A,Candela bianca piccola A,Vela branca pequena A
FURNITURE_DESC_SMALL_CANDLE_WHITE1,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE2,Small White Candle B,,Маленька бiла свiчка B,Petite bougie blanche&nbsp;B,Kleine weiße Kerze B,Candela bianca piccola B,Vela branca pequena B
FURNITURE_DESC_SMALL_CANDLE_WHITE2,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE3,White Candle A,,Бiла свiчка A,Bougie blanche&nbsp;A,Weiße Kerze A,Candela bianca A,Vela branca A
FURNITURE_DESC_SMALL_CANDLE_WHITE3,,,,,,,
FURNITURE_NAME_SMALL_CANDLE_WHITE4,White Candle B,,Бiла свiчка B,Bougie blanche&nbsp;B,Weiße Kerze B,Candela bianca B,Vela branca B
FURNITURE_DESC_SMALL_CANDLE_WHITE4,,,,,,,
FURNITURE_NAME_SMALL_VASE1,Small Vase A,,Маленька ваза A,Petit vase&nbsp;A,Kleine Vase A,Vaso piccolo A,Vaso pequeno A
FURNITURE_DESC_SMALL_VASE1,,,,,,,
FURNITURE_NAME_SMALL_VASE2,Small Vase B,,Маленька ваза B,Petit vase&nbsp;B,Kleine Vase B,Vaso piccolo B,Vaso pequeno B
FURNITURE_DESC_SMALL_VASE2,,,,,,,
FURNITURE_NAME_SMALL_VASE3,Small Vase C,,Маленька ваза C,Petit vase&nbsp;C,Kleine Vase C,Vaso piccolo C,Vaso pequeno C
FURNITURE_DESC_SMALL_VASE3,,,,,,,
FURNITURE_NAME_SMALL_TRASH_EGGS,Egg Shells,,Шкаралупи,Coquilles d'œuf,Eierschalen,Gusci d'uovo,Cascas de ovo
FURNITURE_DESC_SMALL_TRASH_EGGS,,,,,,,
FURNITURE_NAME_SMALL_TRASH_APPLE,Apple Core,,Серцевина яблука,Trognon de pomme,Apfelkern,Torsolo di mela,Maçã comida
FURNITURE_DESC_SMALL_TRASH_APPLE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BONE,Bone,,Кiстка,Os,Knochen,Osso,Osso
FURNITURE_DESC_SMALL_TRASH_BONE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BANANA,Banana Peel,,Шкiрка банана,Peau de banane,Bananenschale,Buccia di banana,Casca de banana
FURNITURE_DESC_SMALL_TRASH_BANANA,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CANS,Soda Cans,,Бляшанки газованих напоïв,Cannettes de soda,Limodosen,Lattine di bibite gassate,Latas de refrigerante
FURNITURE_DESC_SMALL_TRASH_CANS,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BREAD,Old Toast,,Черствий тост,Vieille tartine,Alter Toast,Toast vecchio,Torrada velha
FURNITURE_DESC_SMALL_TRASH_BREAD,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CUP,Soup Cup,,Чашка супу,Soupe instantanée,Suppenbecher,Bicchiere di zuppa,Sopa
FURNITURE_DESC_SMALL_TRASH_CUP,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CHEESE,Cheese,,Сир,Fromage,Käse,Formaggio,Queijo
FURNITURE_DESC_SMALL_TRASH_CHEESE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_BROKENBOTTLE,Small Broken Bottle,,Маленька розбита пляшка,Petite bouteille cassée,Kleine kaputte Flasche,Bottiglia rotta piccola,Garrafa quebrada pequena
FURNITURE_DESC_SMALL_TRASH_BROKENBOTTLE,,,,,,,
FURNITURE_NAME_SMALL_TRASH_MILK,Empty Milk Carton,,Порожнiй пакет молока,Brique de lait vide,Leere Milchpackung,Cartone del latte vuoto,Caixa de leite vazia
FURNITURE_DESC_SMALL_TRASH_MILK,,,,,,,
FURNITURE_NAME_SMALL_TRASH_CAN2,Soda Can,,Бляшанка соди,Cannette de soda,Limodose,Lattina di bibita gassata,Lata de refrigerante
FURNITURE_DESC_SMALL_TRASH_CAN2,,,,,,,
FURNITURE_NAME_SMALL_MEDS_MYSTERYBOTTLE,Glass Bottle,,Скляна пляшка,Bouteille en verre,Glasflasche,Bottiglia di vetro,Garrafa de vidro
FURNITURE_DESC_SMALL_MEDS_MYSTERYBOTTLE,,,,,,,
FURNITURE_NAME_SMALL_MEDS_COUGHSYRUP,Cough Syrup,,Сироп вiд кашлю,Sirop pour la toux,Hustensaft,Sciroppo per la tosse,Xarope de tosse
FURNITURE_DESC_SMALL_MEDS_COUGHSYRUP,,,,,,,
FURNITURE_NAME_SMALL_MEDS_PILLS1,Pill Bottle,,Баночка з пiгулками,Flacon de pilules,Pillendose,Flacone di pillole,Frasco de pílulas
FURNITURE_DESC_SMALL_MEDS_PILLS1,,,,,,,
FURNITURE_NAME_SMALL_MEDS_PILLS2,Small Pill Bottle,,Маленька баночка з пiгулками,Petit flacon de pilules,Kleine Pillendose,Flaconcino di pillole,Frasco de pílulas pequena
FURNITURE_DESC_SMALL_MEDS_PILLS2,,,,,,,
FURNITURE_NAME_SMALL_MEDS_MYSTERY2,Mystery Medicine,,Таêмничi лiки,Médicament mystère,Mysteriöse Medizin,Medicina misteriosa,Remédio misterioso
FURNITURE_DESC_SMALL_MEDS_MYSTERY2,,,,,,,
FURNITURE_NAME_SMALL_MEDS_FISHOIL,Fish Oil,,Риб'ячий жир,Huile de poisson,Fischöl,Olio di pesce,Óleo de peixe
FURNITURE_DESC_SMALL_MEDS_FISHOIL,,,,,,,
FURNITURE_NAME_SMALL_MEDS_CATHEARTS,Can of Cat Hearts,,Бляшанка котячих сердець,Boîte de cœurs de chat,Dose mit Katzenherzen,Lattina di cuori di gatto,Lata de corações de gato
FURNITURE_DESC_SMALL_MEDS_CATHEARTS,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_EMPTY,Empty Bottle,,Порожня пляшка,Bouteille vide,Leere Flasche,Bottiglia vuota,Garrafa vazia
FURNITURE_DESC_SMALL_BOTTLE_EMPTY,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_FULL,Bottle,,Пляшка,Bouteille,Flasche,Bottiglia,Garrafa
FURNITURE_DESC_SMALL_BOTTLE_FULL,,,,,,,
FURNITURE_NAME_SMALL_BOTTLE_2BOTTLES,Glowing Bottle,,Сяюча пляшка,Bouteille lumineuse,Leuchtende Flasche,Bottiglia luminescente,Garrafa brilhante
FURNITURE_DESC_SMALL_BOTTLE_2BOTTLES,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DARKCAT,Basic Cat Bobble,,Базова котяча фiгурка,Figurine bobble chat de base,Katzenwackelkopf,Bobblehead gatto base,Bobblehead de gato básico
FURNITURE_DESC_SMALL_BOBBLE_DARKCAT,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_GUPPY,Guppy Cat Bobble,,Котяча фiгурка Гуппi,Figurine bobble chat guppy,Guppy Katzenwackelkopf,Bobblehead gatto Guppy,Bobblehead de gato guppy
FURNITURE_DESC_SMALL_BOBBLE_GUPPY,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_MAD,Angry Cat Bobble,,Сердита котяча фiгурка,Figurine bobble chat fâché,Wütender Katzenwackelkopf,Bobblehead gatto arrabbiato,Bobblehead de gato irritado
FURNITURE_DESC_SMALL_BOBBLE_MAD,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_MONEY,Lucky Cat Bobble,,Щаслива котяча фiгурка,Figurine bobble chat chanceux,Glücklicher Katzenwackelkopf,Bobblehead gatto fortunato,Bobblehead de gato da sorte
FURNITURE_DESC_SMALL_BOBBLE_MONEY,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_HAPPY,Happy Cat Bobble,,Весела котяча фiгурка,Figurine bobble chat heureux,Fröhlicher Katzenwackelkopf,Bobblehead gatto felice,Bobblehead de gato feliz
FURNITURE_DESC_SMALL_BOBBLE_HAPPY,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DAN,Synj Cat Bobble,,Котяча фiгурка Synj,Figurine bobble chat Synj,Synj-Wackelkopf,Bobblehead gatto Synj,Bobblehead de gato synj
FURNITURE_DESC_SMALL_BOBBLE_DAN,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_ZOMBIE,Zombie Cat Bobble,,Котяча фiгурка-зомбi,Figurine bobble chat zombie,Zombie-Katzenwackelkopf,Bobblehead gatto zombie,Bobblehead de gato zumbi
FURNITURE_DESC_SMALL_BOBBLE_ZOMBIE,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_GRUMP,Irritable Cat Bobble,,Дратiвлива котяча фiгурка,Figurine bobble chat grognon,Genervter Katzenwackelkopf,Bobblehead gatto irritabile,Bobblehead de gato irritável
FURNITURE_DESC_SMALL_BOBBLE_GRUMP,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_ALONE,Lonely Cat Bobble,,Самотня котяча фiгурка,Figurine bobble chat solitaire,Einsame Katze Wackelkopf,Bobblehead gatto solitario,Bobblehead de gato solitário
FURNITURE_DESC_SMALL_BOBBLE_ALONE,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_SPOTS,Spotty Cat Bobble,,Фiгурка Крапчастого Кота,Figurine bobble chat à pois,Gefleckter Katzenwackelkopf,Bobblehead gatto maculato,Bobblehead de gato pintado
FURNITURE_DESC_SMALL_BOBBLE_SPOTS,,,,,,,
FURNITURE_NAME_SMALL_BOBBLE_DEVIL,Devil Cat Bobble,,Фiгурка Демонiчного Кота,Figurine bobble chat démoniaque,Teufel-Katzenwackelkopf,Bobblehead gatto demone,Bobblehead de gato demoníaco
FURNITURE_DESC_SMALL_BOBBLE_DEVIL,,,,,,,
FURNITURE_NAME_SMALL_LAB_TANK1,Lab Tank A,,Лабораторний бак A,Réservoir de labo&nbsp;A,Labortank A,Serbatoio da laboratorio A,Tanque de laboratório A
FURNITURE_DESC_SMALL_LAB_TANK1,,,,,,,
FURNITURE_NAME_SMALL_LAB_TANK2,Lab Tank B,,Лабораторний бак B,Réservoir de labo&nbsp;B,Labortank B,Serbatoio da laboratorio B,Tanque de laboratório B
FURNITURE_DESC_SMALL_LAB_TANK2,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG1,Lab Jug A,,Лабораторний глечик A,Pot de labo&nbsp;A,Laborkrug A,Brocca da laboratorio A,Vidro de laboratório A
FURNITURE_DESC_SMALL_LAB_JUG1,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG2,Lab Jug B,,Лабораторний глечик B,Pot de labo&nbsp;B,Laborkrug B,Brocca da laboratorio B,Vidro de laboratório B
FURNITURE_DESC_SMALL_LAB_JUG2,,,,,,,
FURNITURE_NAME_SMALL_LAB_JUG3,Bleach Jug,,Глечик з вiдбiлювачем,Bouteille de javel,Krug mit Bleiche,Brocca di candeggina,Vidro de água sanitária
FURNITURE_DESC_SMALL_LAB_JUG3,,,,,,,
FURNITURE_NAME_SMALL_LAB_TESTTUBE,Test Tube,,Пробiрка,Tube à essai,Reagenzglas,Provetta,Tubo de ensaio
FURNITURE_DESC_SMALL_LAB_TESTTUBE,,,,,,,
FURNITURE_NAME_SMALL_LAB_TESTTUBE2,Test Tubes,,Пробiрки,Tubes à essai,Reagenzgläser,Provette,Tubos de ensaio
FURNITURE_DESC_SMALL_LAB_TESTTUBE2,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK,Boiling Flask,,Колба для кипiння,Ballon d'ébullition,Kochkolben,Beuta da ebollizione,Balão de ebulição
FURNITURE_DESC_SMALL_LAB_FLASK,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK2,Erlenmeyer Flask,,Колба Ерленмейêра,Vase d'Erlenmeyer,Erlenmeyerkolben,Beuta di Erlenmeyer,Frasco Erlenmeyer
FURNITURE_DESC_SMALL_LAB_FLASK2,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK3,Small Beaker,,Малий бiкер,Petit bécher,Kleines Becherglas,Becher piccolo,Béquer pequeno
FURNITURE_DESC_SMALL_LAB_FLASK3,,,,,,,
FURNITURE_NAME_SMALL_LAB_FLASK4,Round Bottom Flask,,Колба з круглим дном,Ballon à fond rond,Kolben,Beuta a fondo tondo,Balão de fundo redondo
FURNITURE_DESC_SMALL_LAB_FLASK4,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ROOT,Mandrake Root,,Корiнь мандрагори,Racine de mandragore,Alraunwurzel,Radice di mandragora,Raiz de mandrágora
FURNITURE_DESC_SMALL_FOOD_ROOT,,,,,,,
FURNITURE_NAME_SMALL_FOOD_LEMON,Lemon,,Лимон,Citron,Zitrone,Limone,Limão
FURNITURE_DESC_SMALL_FOOD_LEMON,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ORANGE,Orange,,Апельсин,Orange,Orange,Arancia,Laranja
FURNITURE_DESC_SMALL_FOOD_ORANGE,,,,,,,
FURNITURE_NAME_SMALL_FOOD_RADISH,Radish,,Редиска,Radis,Radieschen,Ravanello,Rabanete
FURNITURE_DESC_SMALL_FOOD_RADISH,,,,,,,
FURNITURE_NAME_SMALL_FOOD_ONION,Onion,,Цибуля,Oignon,Zwiebel,Cipolla,Cebola
FURNITURE_DESC_SMALL_FOOD_ONION,,,,,,,
FURNITURE_NAME_SMALL_FOOD_APPLE,Apple,,Яблуко,Pomme,Apfel,Mela,Maçã
FURNITURE_DESC_SMALL_FOOD_APPLE,,,,,,,
FURNITURE_NAME_SMALL_FOOD_SQUASH,Squash,,Гарбуз,Courge,Kürbis,Zucca,Jerimum
FURNITURE_DESC_SMALL_FOOD_SQUASH,,,,,,,
FURNITURE_NAME_SMALL_FOOD_EGGPLANT,Eggplant,,Баклажан,Aubergine,Aubergine,Melanzana,Beringela
FURNITURE_DESC_SMALL_FOOD_EGGPLANT,,,,,,,
FURNITURE_NAME_SMALL_FOOD_BROCCOLI,Broccoli,,Броколi,Brocoli,Brokkoli,Broccolo,Brócolis
FURNITURE_DESC_SMALL_FOOD_BROCCOLI,,,,,,,
FURNITURE_NAME_SMALL_FOOD_PUMPKIN,Pumpkin,,Гарбуз,Citrouille,Kürbis,Zucca,Abóbora
FURNITURE_DESC_SMALL_FOOD_PUMPKIN,,,,,,,
FURNITURE_NAME_SMALL_FOOD_PINEAPPLE,Pineapple,,Ананас,Ananas,Ananas,Ananas,Abacaxi
FURNITURE_DESC_SMALL_FOOD_PINEAPPLE,,,,,,,
FURNITURE_NAME_SMALL_FOOD_POTATO,Potato,,Картопля,Pomme de terre,Kartoffel,Patata,Batata
FURNITURE_DESC_SMALL_FOOD_POTATO,,,,,,,
FURNITURE_NAME_SMALL_DOLL_STACY,Stacy Plush,,Плюшева iграшка Stacy,Peluche Stacy,Stacy-Plüschtier,Peluche di Stacy,Pelúcia Stacy
FURNITURE_DESC_SMALL_DOLL_STACY,,,,,,,
FURNITURE_NAME_SMALL_DOLL_AETHER,Aether Plush,,Плюшева iграшка Aether,Peluche Aether,Aether-Plüschtier,Peluche di Aether,Pelúcia Aether
FURNITURE_DESC_SMALL_DOLL_AETHER,,,,,,,
FURNITURE_NAME_SMALL_DOLL_DUKE,Duke of Flies Plush,,Плюшева iграшка Duke of Flies,Peluche Duc des Mouches,Herzog der Fliegen-Plüschtier,Peluche del Duca delle Mosche,Pelúcia Duque das Moscas
FURNITURE_DESC_SMALL_DOLL_DUKE,,,,,,,
FURNITURE_NAME_SMALL_DOLL_GUPPY,Guppy Plush,,Плюшева iграшка Guppy,Peluche Guppy,Guppy-Plüschtier,Peluche di Guppy,Pelúcia Guppy
FURNITURE_DESC_SMALL_DOLL_GUPPY,,,,,,,
FURNITURE_NAME_SMALL_DOLL_GISH,Gish Plush,,Плюшева iграшка Gish,Peluche Gish,Gish-Plüschtier,Peluche di Gish,Pelúcia Gish
FURNITURE_DESC_SMALL_DOLL_GISH,,,,,,,
FURNITURE_NAME_SMALL_DOLL_ISAAC,Isaac Plush,,Плюшева iграшка Isaac,Peluche Isaac,Isaac-Plüschtier,Peluche di Isaac,Pelúcia Isaac
FURNITURE_DESC_SMALL_DOLL_ISAAC,,,,,,,
FURNITURE_NAME_SMALL_DOLL_STEVEN,Steven Plush,,Плюшева iграшка Steven,Peluche Steven,Steven-Plüschtier,Peluche di Steven,Pelúcia Steven
FURNITURE_DESC_SMALL_DOLL_STEVEN,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMESYSTEM,Game System,,Iгрова система,Console de jeu,Spielkonsole,Console di gioco,Console
FURNITURE_DESC_SMALL_ELECTRONICS_GAMESYSTEM,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_GAMEPAD,Gamepad,,Геймпад,Manette,Controller,Controller,Controle
FURNITURE_DESC_SMALL_ELECTRONICS_GAMEPAD,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_SPEAKER,Small Speaker,,Маленька колонка,Petite enceinte,Kleiner Lautsprecher,Altoparlante piccolo,Alto-falante pequeno
FURNITURE_DESC_SMALL_ELECTRONICS_SPEAKER,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MOUSE,Mouse,,Миша,Souris,Maus,Mouse,Mouse
FURNITURE_DESC_SMALL_ELECTRONICS_MOUSE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE1,Retro Phone A,,Ретро телефон A,Téléphone rétro&nbsp;A,Retrotelefon A,Telefono rétro A,Telefone retrô A
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE1,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE2,Rotary Phone B,,Дисковий телефон B,Téléphone à cadran&nbsp;B,Drehscheibentelefon B,Telefono a disco B,Telefone de disco B
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE2,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_PHONE3,Rotary Phone C,,Дисковий телефон C,Téléphone à cadran&nbsp;C,Drehscheibentelefon C,Telefono a disco C,Telefone de disco C
FURNITURE_DESC_SMALL_ELECTRONICS_PHONE3,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE,Antique Phone A,,Антикварний телефон A,Téléphone antique&nbsp;A,Antikes Telefon A,Telefono antico A,Telefone antigo A
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE2,Antique Phone B,,Антикварний Телефон B,Téléphone antique&nbsp;B,Antikes Telefon B,Telefono antico B,Telefone antigo B
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE2,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OLDPHONE3,Antique Phone C,,Антикварний Телефон C,Téléphone antique&nbsp;C,Antikes Telefon C,Telefono antico C,Telefone antigo C
FURNITURE_DESC_SMALL_ELECTRONICS_OLDPHONE3,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_LIPPHONE,Lips Phone,,Телефон-Губи,Téléphone lèvres,Lippentelefon,Telefono a forma di labbra,Telefone de lábios
FURNITURE_DESC_SMALL_ELECTRONICS_LIPPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_DUCKPHONE,Duck Phone,,Качиний Телефон,Téléphone canard,Ententelefon,Telefono a forma di anatra,Telefone de pato
FURNITURE_DESC_SMALL_ELECTRONICS_DUCKPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_CELLPHONE,90s Cell Phone,,Мобiльний Телефон 90-х,Portable des années&nbsp;90,90er-Handy,Cellulare anni '90,Celular dos anos 90
FURNITURE_DESC_SMALL_ELECTRONICS_CELLPHONE,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO,Retro Hand Radio,,Ретро Ручна Рацiя,Radio portative rétro,Retro-Handradio,Radio portatile rétro,Rádio portátil retrô
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_HANDRADIO2,Antique Hand Radio,,Антикварна Ручна Рацiя,Radio portative antique,Antikes Handradio,Radio portatile antica,Rádio portátil antigo
FURNITURE_DESC_SMALL_ELECTRONICS_HANDRADIO2,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_WALKYTALKY,Walky-Talkie,,Вокi-Токi,Talkie-walkie,Walkie-Talkie,Walkie-talkie,Walkie-Talkie
FURNITURE_DESC_SMALL_ELECTRONICS_WALKYTALKY,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_BRAIN,Brain of Glorg,,Мозок Глорга,Cerveau de Glorg,Glorgs Gehirn,Cervello di Glorg,Cérebro de Glorg
FURNITURE_DESC_SMALL_ELECTRONICS_BRAIN,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MYSTERIOUSSKULL,Ethereal Skull,,Ефiрний Череп,Crâne éthéré,Ätherischer Schädel,Teschio etereo,Crânio etéreo
FURNITURE_DESC_SMALL_ELECTRONICS_MYSTERIOUSSKULL,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_MOON,Small Asteroid,,Малий Астероïд,Petit astéroïde,Kleiner Asteroid,Asteroide piccolo,Asteroide pequeno
FURNITURE_DESC_SMALL_ELECTRONICS_MOON,,,,,,,
FURNITURE_NAME_SMALL_ELECTRONICS_OOZE,Ooze Canister,,Канiстра Зi Слизом,Récipient de boue visqueuse,Schleimkanne,Contenitore di melma,Recipiente de exsudação
FURNITURE_DESC_SMALL_ELECTRONICS_OOZE,,,,,,,
FURNITURE_NAME_SMALL_JAR_DISEASES,Jar of Diseases,,Банка Хвороб,Bocal de maladies,Glas voller Krankheitserreger,Barattolo di malattie,Pote de doenças
FURNITURE_DESC_SMALL_JAR_DISEASES,,,,,,,
FURNITURE_NAME_SMALL_JAR_EYEBALLS,Jar of Eyeballs,,Банка Очей,Bocal de globes oculaires,Glas voller Augen,Barattolo di bulbi oculari,Pote de olhos
FURNITURE_DESC_SMALL_JAR_EYEBALLS,,,,,,,
FURNITURE_NAME_SMALL_JAR_HEART,Heart in a Jar,,Серце В Банцi,Cœur en bocal,Herz im Glas,Cuore in barattolo,Coração no pote
FURNITURE_DESC_SMALL_JAR_HEART,,,,,,,
FURNITURE_NAME_SMALL_JAR_SPIDER,Daddy Long Legs,,Довгонiжка,Bocal d'araignées,Weberknecht,Daddy Long Legs,Aranhiço
FURNITURE_DESC_SMALL_JAR_SPIDER,,,,,,,
FURNITURE_NAME_SMALL_JAR_FISH,Jar of Guppies,,Банка Гупi,Bocal de guppys,Glas mit Guppies,Barattolo di Guppy,Pote de guppies
FURNITURE_DESC_SMALL_JAR_FISH,,,,,,,
FURNITURE_NAME_SMALL_JAR_FLYS,Jar of Flies,,Банка Мух,Bocal de mouches,Glas mit Fliegen,Barattolo di mosche,Pote de moscas
FURNITURE_DESC_SMALL_JAR_FLYS,,,,,,,
FURNITURE_NAME_SMALL_JAR_FAIRY,Fairy in a Jar,,Фея В Банцi,Fée en bocal,Fee im Glas,Fata in barattolo,Fada no pote
FURNITURE_DESC_SMALL_JAR_FAIRY,,,,,,,
FURNITURE_NAME_SMALL_JAR_COINS,Jar of Pennies,,Банка Монеток,Bocal de centimes,Glas mit Münzen,Barattolo di penny,Pote de moedas
FURNITURE_DESC_SMALL_JAR_COINS,,,,,,,
FURNITURE_NAME_SMALL_JAR_NAILS,Jar of Nails,,Банка з цвяхами,Bocal d'ongles,Glas mit Nägeln,Barattolo di chiodi,Pote de pregos
FURNITURE_DESC_SMALL_JAR_NAILS,,,,,,,
FURNITURE_NAME_SMALL_JAR_GHOST,Inky,,Inky,Inky,Inky,Inchiostrello,Inky
FURNITURE_DESC_SMALL_JAR_GHOST,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY,Mason Jar,,Банка Мейсона,Bocal de conserve,Einmachglas,Barattolo per cibo,Pote de construção
FURNITURE_DESC_SMALL_JAR_EMPTY,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY2,Medical Jar,,Медична банка,Bocal médical,Medizinglas,Barattolo medico,Pote médico
FURNITURE_DESC_SMALL_JAR_EMPTY2,,,,,,,
FURNITURE_NAME_SMALL_JAR_EMPTY3,Pint Jar,,Пiнтова банка,Pinte,Großes Glas,Barattolo di vetro,Pote de meio litro
FURNITURE_DESC_SMALL_JAR_EMPTY3,,,,,,,
FURNITURE_NAME_SMALL_GEM,Small Gem,,Маленький самоцвiт,Petite gemme,Kleiner Edelstein,Gemma piccola,Gema pequena
FURNITURE_DESC_SMALL_GEM,,,,,,,
FURNITURE_NAME_SMALL_LOTION,Lotion,,Лосьйон,Lotion,Creme,Lozione,Loção
FURNITURE_DESC_SMALL_LOTION,,,,,,,
FURNITURE_NAME_SMALL_TISSUES,Tissues,,Серветки,Mouchoirs,Taschentücher,Fazzoletti,Lenços
FURNITURE_DESC_SMALL_TISSUES,,,,,,,
FURNITURE_NAME_SMALL_PICTURE_SPOON,Small Picture Frame A,,Маленька рамка для фото A,Petit cadre photo&nbsp;A,Kleiner Bilderrahmen A,Cornice piccola A,Moldura pequena A
FURNITURE_DESC_SMALL_PICTURE_SPOON,,,,,,,
